belongs_to_collection,budget,id,original_title,popularity,revenue,runtime,vote_average,vote_count,revenue_mil,budget_mil,drama,comedy,thriller,action,romance,adventure,family,release_2010s,release_2000s,release_1990s,release_1980s_below,overview_vader,tagline_vader
1,22000000,6341,Blue Thunder,10.456371,42313354.0,109.0,5.9,117.0,42.313354,22.0,1,0,1,1,0,0,0,0,0,0,1,0.7524,0.0
1,10000000,232,Rumble Fish,8.20519,2494480.0,94.0,6.8,141.0,2.49448,10.0,1,0,0,1,1,1,0,0,0,0,1,-0.5719,0.0
1,10000000,15301,Twilight Zone: The Movie,5.836054,29450919.0,101.0,6.2,164.0,29.450919,10.0,1,0,1,0,0,0,0,0,0,0,1,0.2936,-0.4753
1,9000000,47359,Racing with the Moon,10.941991,6045657.0,108.0,5.8,15.0,6.045657,9.0,1,0,0,0,1,0,0,0,0,0,1,0.0,0.1027
1,3400000,54407,Bliss,0.40319,660537.0,112.0,5.2,5.0,0.660537,3.4,1,1,0,0,1,0,0,0,0,0,1,0.2,0.5859
1,5000000,27064,Mishima: A Life in Four Chapters,8.591834,502758.0,121.0,7.7,37.0,0.502758,5.0,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0
1,15000000,26555,Club Paradise,4.079853,12308521.0,96.0,4.3,20.0,12.308521,15.0,1,1,0,0,1,0,0,0,0,0,1,0.4404,0.2686
1,25000000,36677,Solarbabies,1.278665,1579260.0,94.0,5.1,12.0,1.57926,25.0,0,0,0,0,0,0,0,0,0,0,1,0.8667,0.0
1,3000000,8852,Prince of Darkness,8.587231,14182492.0,101.0,6.6,192.0,14.182492,3.0,0,0,0,0,0,0,0,0,0,0,1,0.0,-0.6597
1,1300000,48309,Prison,11.582419,354704.0,102.0,6.7,27.0,0.354704,1.3,1,0,1,0,0,0,0,0,0,0,1,-0.9701,-0.5719
1,6900000,16859,魔女の宅急便,12.220581,18172849.0,103.0,7.6,768.0,18.172849,6.9,1,0,0,0,0,1,0,0,0,0,1,-0.296,0.6249
1,11000000,9768,Cry-Baby,8.290384,8266343.0,85.0,6.4,289.0,8.266343,11.0,0,1,0,0,0,0,0,0,0,1,0,0.1531,-0.765
1,2500000,27274,Frankenhooker,5.097791,205068.0,85.0,5.7,65.0,0.205068,2.5,0,1,0,0,0,0,0,0,0,1,0,-0.5423,-0.8126
1,10000000,9569,Hard to Kill,7.176601,47410000.0,96.0,5.6,141.0,47.41,10.0,0,0,1,1,0,0,0,0,0,1,0,-0.9052,-0.7152
1,40000000,22189,Havana,10.10753,9243140.0,144.0,5.5,20.0,9.24314,40.0,1,0,0,0,1,0,0,0,0,1,0,0.431,-0.101
1,6000000,9399,Lionheart,4.619068,24078196.0,105.0,5.9,179.0,24.078196,6.0,0,0,1,1,0,0,0,0,0,1,0,-0.899,0.0
1,4000000,58648,Closet Land,1.456755,259012.0,94.0,6.6,11.0,0.259012,4.0,1,0,0,0,0,0,0,0,0,1,0,-0.5859,-0.6908
1,17000000,25330,Dutch,8.237799,4603929.0,107.0,6.4,66.0,4.603929,17.0,0,1,0,0,0,0,0,0,0,1,0,-0.3875,0.6369
0,13000000,34376,Mannequin Two: On the Move,2.62835,3752426.0,95.0,4.6,28.0,3.752426,13.0,0,1,0,0,1,0,0,0,0,1,0,-0.2382,0.69
1,14000000,14362,Out for Justice,6.892056,39673161.0,91.0,5.9,113.0,39.673161,14.0,0,0,1,1,0,0,0,0,0,1,0,-0.5267,-0.3595
1,17000000,19143,Diggstown,3.622179,4836637.0,98.0,6.5,31.0,4.836637,17.0,1,1,0,1,0,0,0,0,0,1,0,-0.5106,0.0
0,8000000,12088,Fortress,5.970749,6739141.0,95.0,5.7,171.0,6.739141,8.0,0,0,1,1,0,0,0,0,0,1,0,-0.926,-0.2263
1,18000000,48706,Josh and S.A.M.,0.768367,1528163.0,96.0,5.0,4.0,1.528163,18.0,0,1,0,1,0,1,0,0,0,1,0,-0.8807,0.0
0,5000000,35610,Philadelphia Experiment II,1.155075,2970.0,97.0,5.0,15.0,0.00297,5.0,0,0,0,0,0,0,0,0,0,1,0,0.7579,-0.2732
1,20000000,5470,Beowulf,7.745765,1531251.0,95.0,4.4,52.0,1.531251,20.0,0,0,1,1,0,1,0,0,0,1,0,-0.8316,0.0
1,891000,41227,A Place Called Chiapas,0.17924600000000002,229000.0,89.0,6.9,5.0,0.229,0.891,0,0,0,0,0,0,0,0,0,1,0,-0.743,0.0
1,5200000,21210,दिल से,1.8911380000000002,13000000.0,163.0,6.7,29.0,13.0,5.2,1,0,0,0,1,0,0,0,0,1,0,0.9231,0.0
1,1530000,11854,Kuch Kuch Hota Hai,6.4411190000000005,15306000.0,185.0,7.5,93.0,15.306,1.53,1,0,0,0,1,0,0,0,0,1,0,0.8555,0.0
0,12000000,844,2046,7.157169000000001,19271312.0,129.0,6.9,208.0,19.271312,12.0,1,0,0,0,1,0,0,0,1,0,0,0.9753,0.6369
1,25697387,11847,特務迷城,3.136813,3849941.0,87.0,5.9,120.0,3.849941,25.697387,0,1,1,1,0,0,0,0,1,0,0,0.5106,0.0
1,2079000,14752,Dil Chahta Hai,4.558793,4099000.0,183.0,7.1,71.0,4.099,2.079,1,0,0,0,1,0,0,0,1,0,0,0.7964,0.567
0,4000000,4689,복수는 나의 것,6.314697,1954937.0,121.0,7.3,302.0,1.954937,4.0,1,0,1,1,0,0,0,0,1,0,0,-0.9325,0.184
1,80000000,10077,A Sound of Thunder,4.9801910000000005,5989640.0,110.0,4.8,111.0,5.98964,80.0,0,0,1,1,0,1,0,0,1,0,0,-0.5792,0.3724
1,140000000,11774,Lemony Snicket's A Series of Unfortunate Events,12.817945,209073645.0,108.0,6.7,1521.0,209.073645,140.0,0,1,0,0,0,1,1,0,1,0,0,-0.8999,0.5859
1,12000000,16635,Country of My Skull,1.14196,163536.0,103.0,7.1,7.0,0.163536,12.0,1,0,0,0,1,0,0,0,1,0,0,0.7579,0.7579
0,5000000,12496,Tasogare Seibei,4.281103,7338987.0,129.0,7.5,95.0,7.338987,5.0,1,0,0,1,1,0,0,0,1,0,0,0.9593,0.0
1,8256269,14527,Foolproof,7.474007,460978.0,97.0,6.3,49.0,0.460978,8.256269,0,0,0,1,0,0,0,0,1,0,0,-0.8074,0.0
0,3000000,670,올드보이,10.616859,14980005.0,120.0,8.0,2000.0,14.980005,3.0,1,0,1,1,0,0,0,0,1,0,0,-0.926,0.0
1,29000000,9667,The Jacket,12.092096000000002,21126225.0,103.0,6.8,459.0,21.126225,29.0,1,0,1,0,0,0,0,0,1,0,0,0.4588,-0.5267
1,12806000,1913,Mar adentro,14.697679999999998,38535221.0,125.0,7.2,224.0,38.535221,12.806,1,0,0,0,0,0,0,0,1,0,0,0.8625,0.0
1,80000000,2539,Spanglish,11.202764,55041367.0,130.0,5.8,375.0,55.041367,80.0,0,1,0,0,0,0,0,0,1,0,0,-0.1531,0.5574
1,80000000,179,The Interpreter,12.047671000000001,162944923.0,128.0,6.2,400.0,162.944923,80.0,0,0,1,0,0,0,0,0,1,0,0,-0.2732,0.0258
0,130000,83,Open Water,10.652818,54667954.0,79.0,5.3,320.0,54.667954,0.13,1,0,1,0,0,0,0,0,1,0,0,0.0,-0.34
1,6500000,4836,Layer Cake,9.642214,11850214.0,105.0,7.0,565.0,11.850214,6.5,1,0,1,0,0,0,0,0,1,0,0,0.6908,0.0
1,45000000,11866,Flight of the Phoenix,15.434731,21009180.0,113.0,5.7,282.0,21.00918,45.0,1,0,1,1,0,1,0,0,1,0,0,-0.128,0.4404
1,500000,12281,Mean Creek,12.428269,603943.0,90.0,6.9,110.0,0.603943,0.5,1,0,0,0,0,0,0,0,1,0,0,-0.6124,0.0
0,50000000,10320,The Ring Two,16.158179999999998,161451538.0,110.0,5.5,646.0,161.451538,50.0,1,0,1,0,0,0,0,0,1,0,0,-0.6486,-0.6486
1,10000000,30973,The Visual Bible: The Gospel of John,1.551648,4069090.0,125.0,8.2,12.0,4.06909,10.0,1,0,0,0,0,0,0,0,1,0,0,0.4404,0.7184
0,700000,62276,Бумер,1.4001860000000002,1600000.0,110.0,6.0,18.0,1.6,0.7,0,0,0,1,0,0,0,0,1,0,0,-0.6486,0.0
1,8000000,20912,She Hate Me,5.126696,365134.0,138.0,5.1,29.0,0.365134,8.0,1,1,0,0,0,0,0,0,1,0,0,0.2023,0.0772
1,350000,1392,Born into Brothels,2.96237,3515061.0,85.0,6.7,61.0,3.515061,0.35,0,0,0,0,0,0,0,0,1,0,0,0.936,0.0
1,2600000,291,Riding Giants,2.203949,3166000.0,105.0,7.6,23.0,3.166,2.6,0,0,0,0,0,0,0,0,1,0,0,0.5106,0.0
1,8700000,3509,A Scanner Darkly,11.643025999999999,7659918.0,100.0,6.8,540.0,7.659918,8.7,0,0,1,0,0,0,0,0,1,0,0,-0.7003,0.4466
1,6000000,11662,キャシャーン,4.664474,1530216.0,141.0,5.7,74.0,1.530216,6.0,1,0,0,0,0,0,0,0,1,0,0,-0.9186,0.5574
1,30000000,70,Million Dollar Baby,14.471373000000002,216763646.0,132.0,7.7,2519.0,216.763646,30.0,1,0,0,0,0,0,0,0,1,0,0,0.7019,0.8834
1,17500000,205,Hotel Rwanda,10.262332,38000000.0,121.0,7.5,805.0,38.0,17.5,1,0,0,0,0,0,0,0,1,0,0,0.5719,0.0
1,150000000,118,Charlie and the Chocolate Factory,22.038404999999997,474968763.0,115.0,6.7,3759.0,474.968763,150.0,0,1,0,0,0,1,1,0,1,0,0,0.8357,-0.3182
1,50000000,421,The Life Aquatic with Steve Zissou,6.936677,34808403.0,119.0,7.1,781.0,34.808403,50.0,1,1,0,0,0,1,0,0,1,0,0,-0.3818,-0.128
1,116000000,2567,The Aviator,9.86738,102000000.0,170.0,7.0,1526.0,102.0,116.0,1,0,0,0,0,0,0,0,1,0,0,-0.3804,0.0
1,70000000,9833,The Phantom of the Opera,7.682562,154648887.0,143.0,7.0,448.0,154.648887,70.0,1,0,1,0,1,0,0,0,1,0,0,-0.34,0.0
0,80000000,693,Meet the Fockers,11.876386,516642939.0,115.0,6.1,1412.0,516.642939,80.0,0,1,0,0,1,0,0,0,1,0,0,0.7499,0.0
0,10000000,11804,White Noise,6.143324,91196419.0,101.0,5.6,267.0,91.196419,10.0,1,0,1,0,0,0,0,0,1,0,0,-0.3182,-0.6486
1,1500000,21259,Testament,8.923953,2044892.0,90.0,6.3,29.0,2.044892,1.5,1,0,0,1,0,0,0,0,0,0,1,-0.4019,0.0
1,3950000,22301,Hell's Angels,5.276546,8000000.0,127.0,6.1,19.0,8.0,3.95,1,0,0,1,0,0,0,0,0,0,1,0.6191,0.4767
1,30,39472,Man Trouble,0.8333299999999999,4.0,100.0,4.7,11.0,4e-06,3e-05,0,1,0,0,1,0,0,0,0,1,0,-0.6486,0.0
1,1400000,16442,Sergeant York,3.336494,16361885.0,134.0,7.1,47.0,16.361885,1.4,1,0,0,1,0,0,0,0,0,0,1,0.7233,-0.5815
1,1200000,16220,Wizards,2.9147380000000003,9000000.0,80.0,6.4,42.0,9.0,1.2,0,0,0,0,0,0,0,0,0,0,1,-0.9081,0.5423
0,10000000,11633,アップルシード,8.278525,1461989.0,101.0,6.8,116.0,1.461989,10.0,0,0,0,1,0,0,0,0,1,0,0,-0.4404,0.25
1,43000000,9947,Elektra,13.802674,56681566.0,97.0,4.9,590.0,56.681566,43.0,0,0,0,1,0,0,0,0,1,0,0,0.3818,-0.6908
1,30000000,6439,Racing Stripes,4.8170519999999994,93772522.0,102.0,5.1,127.0,93.772522,30.0,0,1,0,0,0,0,0,0,1,0,0,-0.3612,0.5562
1,30000000,7214,Coach Carter,11.093736999999999,76669806.0,136.0,7.3,510.0,76.669806,30.0,1,0,0,0,0,0,0,0,1,0,0,-0.0772,0.0
1,6000000,19610,A Star Is Born,2.447359,161000000.0,139.0,5.7,22.0,161.0,6.0,1,0,0,0,1,0,0,0,0,0,1,0.8402,0.0
0,6000000,27549,Beastmaster 2: Through the Portal of Time,4.038283,869325.0,107.0,4.6,17.0,0.869325,6.0,0,0,0,1,0,1,0,0,0,1,0,-0.9501,0.0
1,26000000,10694,The Chase,14.362544,8009329.0,89.0,5.6,89.0,8.009329,26.0,0,1,1,1,0,0,0,0,0,1,0,0.6652,0.5106
1,18339750,613,Der Untergang,7.692239999999999,92180910.0,156.0,7.7,1059.0,92.18091,18.33975,1,0,0,0,0,0,0,0,1,0,0,-0.9612,0.0772
1,30000000,8978,Assault on Precinct 13,11.552956,35294470.0,109.0,6.0,318.0,35.29447,30.0,0,0,1,0,0,0,0,0,1,0,0,-0.5106,-0.3818
0,32000000,11637,Are We There Yet?,9.756822,97918663.0,95.0,5.2,227.0,97.918663,32.0,0,1,0,0,1,1,1,0,1,0,0,0.5216,-0.4767
0,20000000,12142,Alone in the Dark,5.871243,10442808.0,96.0,3.1,174.0,10.442808,20.0,0,0,1,1,0,0,0,0,1,0,0,0.4779,-0.8555
1,25000000,11096,Hide and Seek,6.102059,122644820.0,101.0,6.1,455.0,122.64482,25.0,0,0,1,0,0,0,0,0,1,0,0,-0.9643,0.0
0,20000000,8968,Boogeyman,9.704289,67192859.0,89.0,4.6,194.0,67.192859,20.0,1,0,1,0,0,0,0,0,1,0,0,-0.7657,0.0
1,15000000,6961,The Wedding Date,5.615303,47175038.0,88.0,6.2,238.0,47.175038,15.0,0,1,0,0,1,0,0,0,1,0,0,0.875,0.6369
1,3500000,2436,Double Dragon,5.190767,2341309.0,89.0,3.9,65.0,2.341309,3.5,0,1,0,1,0,1,0,0,0,1,0,0.2648,0.34
1,24000000,4935,ハウルの動く城,16.136048000000002,234710455.0,119.0,8.2,2049.0,234.710455,24.0,0,0,0,0,0,1,0,0,1,0,0,-0.875,0.0
1,500,193704,Assisted Living,0.261278,41.0,78.0,7.5,1.0,4.1e-05,0.0005,1,1,0,0,0,0,0,0,1,0,0,0.6327,0.0
1,70000000,8488,Hitch,13.350760000000001,368100420.0,118.0,6.3,1721.0,368.10042,70.0,1,1,0,0,1,0,0,0,1,0,0,0.8225,0.0
1,2000000,12228,Inside Deep Throat,3.21768,653621.0,92.0,6.8,31.0,0.653621,2.0,0,0,0,0,0,0,0,0,1,0,0,0.9022,-0.1101
0,100000000,561,Constantine,9.615691,230884728.0,121.0,6.6,1837.0,230.884728,100.0,1,0,0,0,0,0,0,0,1,0,0,-0.8519,-0.3182
1,14000000,17880,Because of Winn-Dixie,6.067722,32645546.0,106.0,6.1,63.0,32.645546,14.0,1,1,0,0,0,0,1,0,1,0,0,-0.3818,0.8225
0,4200000,3040,Ночной дозор,8.803869,32000000.0,114.0,6.3,212.0,32.0,4.2,0,0,1,1,0,0,0,0,1,0,0,-0.8807,-0.25
1,3000000,29993,Samson and Delilah,2.528638,11500000.0,128.0,6.1,32.0,11.5,3.0,1,0,0,0,1,0,0,0,0,0,1,0.0,0.6689
1,20000000,9470,功夫,8.636632,100914445.0,99.0,7.2,841.0,100.914445,20.0,0,1,0,1,0,0,0,0,1,0,0,0.9042,0.0
1,35000000,10012,Cursed,8.949722,19294901.0,97.0,5.1,168.0,19.294901,35.0,0,1,0,0,0,0,0,0,1,0,0,-0.875,0.746
1,56000000,10022,The Pacifier,7.81645,113006880.0,95.0,5.8,865.0,113.00688,56.0,1,1,1,1,0,0,1,0,1,0,0,-0.5574,0.4588
0,53000000,4551,Be Cool,13.314232999999998,95226116.0,118.0,5.4,296.0,95.226116,53.0,0,1,0,0,0,0,0,0,1,0,0,0.4588,0.0
1,52000000,2026,Hostage,9.686638,77944725.0,113.0,6.2,519.0,77.944725,52.0,1,0,1,0,0,0,0,0,1,0,0,-0.2732,0.0
1,75000000,9928,Robots,12.949715,260696994.0,91.0,6.0,1383.0,260.696994,75.0,0,1,0,0,0,0,1,0,1,0,0,0.1027,-0.2732
1,12000000,76264,Bopha!,0.074126,212483.0,120.0,0.0,0.0,0.212483,12.0,1,0,0,0,0,0,0,0,0,1,0,-0.3182,0.0
1,13000000,33539,Once Upon a Forest,3.14419,6582052.0,71.0,6.2,24.0,6.582052,13.0,0,0,0,0,0,1,1,0,0,1,0,-0.2732,0.4003
1,7000000,22377,The Green Berets,9.391981,11000000.0,142.0,5.8,34.0,11.0,7.0,1,0,0,0,0,0,0,0,0,0,1,-0.5423,-0.126
1,25000000,13374,Ice Princess,9.313353999999999,27645491.0,98.0,5.9,189.0,27.645491,25.0,1,1,0,0,0,0,1,0,1,0,0,0.8586,0.0
1,35000000,11638,Guess Who,6.71898,68915888.0,105.0,5.5,230.0,68.915888,35.0,0,1,0,0,1,0,0,0,1,0,0,-0.5574,-0.4767
1,3000000,44634,Woman Thou Art Loosed,0.129004,6804016.0,94.0,5.0,3.0,6.804016,3.0,1,0,0,0,0,0,0,0,1,0,0,-0.8176,0.0
1,5800000,28448,Walker,1.799311,257043.0,94.0,6.4,16.0,0.257043,5.8,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0
1,1500000,17113,The Ballad of Jack and Rose,4.1732309999999995,712294.0,111.0,6.5,43.0,0.712294,1.5,1,0,0,0,0,0,0,0,1,0,0,-0.6486,0.6369
0,40000000,187,Sin City,15.010525,158733820.0,124.0,7.2,2755.0,158.73382,40.0,0,0,1,1,0,0,0,0,1,0,0,0.5994,-0.5574
1,25000000,14177,Beauty Shop,6.795949,36351350.0,105.0,5.4,118.0,36.35135,25.0,0,1,0,0,1,0,0,0,1,0,0,0.8271,-0.2732
1,130000000,7364,Sahara,8.946242999999999,119269486.0,124.0,5.7,440.0,119.269486,130.0,1,1,0,1,0,1,0,0,1,0,0,0.8573,0.3182
1,30000000,11431,Fever Pitch,6.734064999999999,50451307.0,103.0,5.9,186.0,50.451307,30.0,1,1,0,0,1,0,0,0,1,0,0,0.8705,0.7717
1,28000000,16551,Rhinestone,5.415639,21435321.0,111.0,4.9,33.0,21.435321,28.0,0,1,0,0,0,0,0,0,0,0,1,0.0,-0.451
1,15000000,14689,Hawaii,3.210693,34562222.0,189.0,5.8,13.0,34.562222,15.0,1,0,0,0,1,1,0,0,0,0,1,0.0258,0.3612
1,2995000,84084,Wilson,0.773081,2000000.0,154.0,5.5,2.0,2.0,2.995,1,0,0,0,1,0,0,0,0,0,1,-0.4588,0.8669
1,50000000,7453,The Hitchhiker's Guide to the Galaxy,13.257254999999999,104478416.0,109.0,6.6,1340.0,104.478416,50.0,0,1,0,0,0,1,1,0,1,0,0,0.4939,0.0382
0,19000000,10065,The Amityville Horror,13.088552,108047131.0,90.0,6.0,606.0,108.047131,19.0,1,0,1,0,0,0,0,0,1,0,0,-0.6249,0.0
1,4500000,9393,Napola – Elite für den Führer,5.69684,3764219.0,117.0,7.3,74.0,3.764219,4.5,1,0,0,0,0,0,0,0,1,0,0,-0.7096,0.0
1,9200000,16972,The Frisco Kid,7.085211999999999,9346177.0,114.0,6.0,38.0,9.346177,9.2,0,1,0,0,0,0,0,0,0,0,1,-0.25,0.0
1,30000000,8976,A Lot Like Love,10.596719,42886719.0,107.0,6.5,329.0,42.886719,30.0,0,1,0,0,0,0,0,0,1,0,0,0.7579,0.128
0,60000000,11679,xXx: State of the Union,19.144610999999998,71073932.0,101.0,4.7,565.0,71.073932,60.0,1,0,1,1,0,1,0,0,1,0,0,-0.5859,0.0
1,130000000,1495,Kingdom of Heaven,16.296471,211643158.0,144.0,6.6,1187.0,211.643158,130.0,1,0,0,1,0,1,0,0,1,0,0,-0.7579,-0.7409
1,40000000,10066,House of Wax,7.163099000000001,68766121.0,113.0,5.5,696.0,68.766121,40.0,0,0,0,0,0,0,0,0,1,0,0,-0.5267,0.0
1,6500000,1640,Crash,9.785147,98410061.0,112.0,7.2,1172.0,98.410061,6.5,1,0,0,0,0,0,0,0,1,0,0,-0.3818,-0.296
1,1300000,43881,San Francisco,0.7701640000000001,5273000.0,115.0,7.0,13.0,5.273,1.3,1,0,0,0,1,0,0,0,0,0,1,0.4215,0.5983
1,45000000,10027,Unleashed,7.90583,50871113.0,103.0,6.6,531.0,50.871113,45.0,0,0,0,1,0,0,0,0,1,0,0,-0.6808,-0.296
0,113000000,1895,Star Wars: Episode III - Revenge of the Sith,13.165420999999998,850000000.0,140.0,7.1,4200.0,850.0,113.0,0,0,0,1,0,1,0,0,1,0,0,-0.8555,0.0
1,45000000,9981,Kicking & Screaming,9.875573,56070433.0,95.0,5.6,179.0,56.070433,45.0,0,1,0,0,1,0,1,0,1,0,0,0.7003,0.5423
1,43000000,4379,Monster-in-Law,6.328385,154749918.0,101.0,5.6,413.0,154.749918,43.0,0,1,0,0,1,0,0,0,1,0,0,-0.6652,0.0
1,1000000,27,9 Songs,18.847707,1574623.0,66.0,5.1,103.0,1.574623,1.0,1,0,0,0,1,0,0,0,1,0,0,0.802,0.5267
0,75000000,953,Madagascar,16.136217000000002,532680671.0,86.0,6.6,3322.0,532.680671,75.0,0,0,0,0,0,0,1,0,1,0,0,0.7269,-0.3182
1,2600000,13064,Airborne,11.600224,2850263.0,91.0,6.1,20.0,2.850263,2.6,0,1,0,1,0,1,0,0,0,1,0,-0.5994,0.0
0,30000000,12700,Dominion: Prequel to the Exorcist,7.892677000000001,251495.0,117.0,4.8,77.0,0.251495,30.0,0,0,1,0,0,0,0,0,1,0,0,-0.9643,-0.6597
1,82000000,9291,The Longest Yard,7.349842999999999,190320568.0,113.0,6.2,804.0,190.320568,82.0,1,1,0,0,0,0,0,0,1,0,0,0.5106,0.0
1,25000000,34309,Most Wanted,10.323838,11838218.0,99.0,5.8,27.0,11.838218,25.0,0,0,1,1,0,0,0,0,0,1,0,-0.9186,0.624
1,88000000,921,Cinderella Man,6.363884,108539911.0,144.0,7.3,630.0,108.539911,88.0,1,0,0,0,1,0,0,0,1,0,0,0.2023,0.6705
0,25000000,9779,The Sisterhood of the Traveling Pants,9.263964999999999,39053061.0,119.0,6.3,396.0,39.053061,25.0,1,1,0,0,0,0,0,0,1,0,0,0.9442,0.4019
1,25000000,9787,Lords of Dogtown,4.350048999999999,13411957.0,107.0,7.0,215.0,13.411957,25.0,1,0,0,0,0,0,0,0,1,0,0,0.0,0.631
1,110000000,787,Mr. & Mrs. Smith,15.724373000000002,478207520.0,120.0,6.5,3048.0,478.20752,110.0,1,1,1,1,0,0,0,0,1,0,0,0.5994,0.7269
1,50000000,14199,The Adventures of Sharkboy and Lavagirl,6.477862,69425966.0,92.0,4.4,278.0,69.425966,50.0,0,0,0,0,0,1,1,0,1,0,0,0.8047,0.802
1,2000000,12109,It's All Gone Pete Tong,2.812182,120620.0,90.0,7.1,53.0,0.12062,2.0,1,1,0,0,0,0,0,0,1,0,0,0.25,0.0
1,8250000,11620,Quo Vadis,11.840985,30000000.0,171.0,7.0,64.0,30.0,8.25,1,0,0,0,1,0,0,0,0,0,1,-0.8271,-0.6458
0,150000000,272,Batman Begins,28.505340999999998,374218673.0,140.0,7.5,7511.0,374.218673,150.0,1,0,0,1,0,0,0,0,1,0,0,-0.91,-0.802
0,50000000,11451,Herbie Fully Loaded,9.35239,66002004.0,101.0,5.1,559.0,66.002004,50.0,0,1,0,0,1,1,1,0,1,0,0,0.0772,0.0
0,15000000,11683,Land of the Dead,9.478117,46770602.0,93.0,6.0,395.0,46.770602,15.0,0,0,0,0,0,0,0,0,1,0,0,-0.8555,-0.6486
1,85000000,9722,Bewitched,9.276085,131426169.0,102.0,4.8,463.0,131.426169,85.0,0,1,0,0,1,0,0,0,1,0,0,-0.3612,0.1027
1,1920000,28000,Somebody Up There Likes Me,2.747776,3360000.0,113.0,6.8,30.0,3.36,1.92,1,0,0,0,0,0,0,0,0,0,1,-0.6704,0.0
1,2515000,38731,An Unmarried Woman,1.148295,24000000.0,124.0,6.1,17.0,24.0,2.515,1,1,0,0,1,0,0,0,0,0,1,0.0,-0.25
1,132000000,74,War of the Worlds,19.929377,591739379.0,116.0,6.2,2397.0,591.739379,132.0,0,0,1,0,0,1,0,0,1,0,0,-0.0258,0.0
1,8000000,1667,La Marche de l'empereur,9.435122999999999,127392239.0,80.0,6.9,371.0,127.392239,8.0,0,0,0,0,0,0,1,0,1,0,0,0.9727,0.0772
1,45000000,7233,Rebound,4.373457,16809014.0,103.0,5.2,96.0,16.809014,45.0,0,1,0,0,0,0,1,0,1,0,0,0.0,0.3612
1,30000000,9009,Dark Water,6.53565,25473093.0,105.0,5.3,275.0,25.473093,30.0,1,0,1,0,0,0,0,0,1,0,0,0.5719,-0.25
0,100000000,9738,Fantastic Four,19.382082,330579719.0,106.0,5.5,3040.0,330.579719,100.0,0,0,0,1,0,1,0,0,1,0,0,-0.1531,0.7096
1,300000,14278,Murderball,1.6879009999999999,1750211.0,88.0,6.9,23.0,1.750211,0.3,0,0,0,0,0,0,0,0,1,0,0,-0.0516,0.0
1,40000000,9522,Wedding Crashers,11.100597,285176741.0,119.0,6.4,1406.0,285.176741,40.0,0,1,0,0,1,0,0,0,1,0,0,0.9562,0.0
0,13000000,1826,Les Poupées Russes,6.361343,23727301.0,129.0,6.8,156.0,23.727301,13.0,1,1,0,0,1,0,0,0,1,0,0,0.0,0.0
1,8000000,10476,Hustle & Flow,7.422267,23563727.0,116.0,6.9,101.0,23.563727,8.0,1,0,0,0,0,0,0,0,1,0,0,0.6705,0.6908
1,1500000,11309,Hardware,6.026159,5728953.0,93.0,5.6,88.0,5.728953,1.5,0,0,1,0,0,0,0,0,0,1,0,-0.9364,-0.1139
1,126000000,1635,The Island,11.443647,162949164.0,136.0,6.5,1813.0,162.949164,126.0,0,0,1,1,0,1,0,0,1,0,0,0.7876,0.0
1,30000000,13341,Bad News Bears,4.469459,34252847.0,113.0,5.7,73.0,34.252847,30.0,0,1,0,0,0,0,1,0,1,0,0,0.5994,0.0
1,35000000,11459,Sky High,8.061423,86369815.0,100.0,5.8,568.0,86.369815,35.0,0,1,0,0,0,1,1,0,1,0,0,0.3818,0.0
1,135000000,10048,Stealth,13.890179999999999,76932943.0,121.0,4.9,341.0,76.932943,135.0,0,0,0,1,0,0,0,0,1,0,0,-0.4767,-0.4939
1,30000000,11648,Must Love Dogs,9.378926,58405313.0,98.0,5.8,142.0,58.405313,30.0,0,1,0,0,1,0,0,0,1,0,0,0.9381,0.0
1,39000000,16320,Serenity,11.919995,38869464.0,119.0,7.4,1287.0,38.869464,39.0,0,0,1,1,0,1,0,0,1,0,0,-0.7964,0.2235
1,10000000,308,Broken Flowers,6.589303999999999,45742101.0,105.0,6.8,359.0,45.742101,10.0,1,1,0,0,1,0,0,0,1,0,0,-0.4019,0.0258
1,74050,26579,The Heart is Deceitful Above All Things,2.789574,176153.0,98.0,5.7,38.0,0.176153,0.07405,1,0,0,0,0,0,0,0,1,0,0,0.6808,0.0258
1,7500000,18882,Man-Thing,6.1195900000000005,143000.0,97.0,4.0,38.0,0.143,7.5,0,0,0,1,0,0,0,0,1,0,0,-0.4939,-0.4939
0,50000000,6519,The Dukes of Hazzard,9.039467,110803676.0,104.0,5.1,321.0,110.803676,50.0,0,1,0,1,0,1,0,0,1,0,0,0.4019,0.0
0,22000000,11453,Deuce Bigalow: European Gigolo,5.341117,22400154.0,83.0,4.6,232.0,22.400154,22.0,0,1,0,0,0,0,0,0,1,0,0,-0.9857,0.6369
1,43000000,9913,The Skeleton Key,10.947957,91974818.0,104.0,6.4,588.0,91.974818,43.0,1,0,1,0,0,0,0,0,1,0,0,0.0,-0.5719
1,45000000,8292,Four Brothers,6.8410899999999994,92374674.0,109.0,6.7,617.0,92.374674,45.0,0,0,0,1,0,0,0,0,1,0,0,-0.9201,-0.6486
1,80000000,13922,The Great Raid,14.987901999999998,10166502.0,132.0,6.8,91.0,10.166502,80.0,0,0,0,1,0,0,0,0,1,0,0,-0.9337,0.7485
